x_m_local,y_m_local,z_m_terrain,height_m,crown_radius_m,asset_type,scale,yaw_degrees
335.0,278.0,5.075,2.2,1.0,small_tree,0.629,233.079
288.0,281.0,5.305,2.2,1.0,small_tree,0.629,150.322
103.0,507.0,6.448,2.2,1.0,small_tree,0.629,290.024
248.0,285.0,5.292,2.2,1.0,small_tree,0.629,221.987
256.0,260.0,5.292,2.2,1.0,small_tree,0.629,101.035
315.0,245.0,5.189,2.2,1.0,small_tree,0.629,212.043
310.0,253.0,5.241,2.2,1.0,small_tree,0.629,224.491
72.0,492.0,6.604,2.2,1.0,small_tree,0.629,284.507
672.0,589.0,6.199,2.2,1.0,small_tree,0.629,80.621
380.0,263.0,5.07,2.2,1.0,small_tree,0.629,215.154
663.0,695.0,6.371,2.2,1.0,small_tree,0.629,146.081
598.0,708.0,6.211,2.2,1.0,small_tree,0.629,238.532
87.0,424.0,6.705,2.2,1.0,small_tree,0.629,33.316
50.0,417.0,6.477,2.2,1.0,small_tree,0.629,36.038
381.0,128.0,4.581,2.2,1.0,small_tree,0.629,322.589
343.0,129.0,4.672,2.2,1.0,small_tree,0.629,90.398
87.0,446.0,6.745,2.2,1.0,small_tree,0.629,306.495
732.0,634.0,6.301,2.2,1.0,small_tree,0.629,139.774
411.0,941.0,6.814,2.2,1.0,small_tree,0.629,327.584
365.0,279.0,5.174,2.2,1.0,small_tree,0.629,257.426
726.0,731.0,6.299,2.2,1.0,small_tree,0.629,109.854
710.0,597.0,6.358,2.2,1.0,small_tree,0.629,259.17
55.0,424.0,6.644,2.2,1.0,small_tree,0.629,153.178
538.0,323.0,2.456,2.2,1.0,small_tree,0.629,329.877
263.0,231.0,5.139,2.2,1.0,small_tree,0.629,142.625
212.0,550.0,6.2,2.2,1.0,small_tree,0.629,73.443
651.0,671.0,6.346,2.2,1.0,small_tree,0.629,258.558
153.0,517.0,5.999,2.2,1.0,small_tree,0.629,323.657
338.0,143.0,4.691,2.2,1.0,small_tree,0.629,343.509
359.0,288.0,5.149,2.2,1.0,small_tree,0.629,168.378
363.0,257.0,5.201,2.2,1.0,small_tree,0.629,173.06
357.0,127.0,4.616,2.2,1.0,small_tree,0.629,326.944
698.0,681.0,6.287,2.2,1.0,small_tree,0.629,107.232
104.0,528.0,6.284,2.2,1.0,small_tree,0.629,77.114
356.0,176.0,4.909,2.2,1.0,small_tree,0.629,208.402
596.0,670.0,6.37,2.2,1.0,small_tree,0.629,158.948
322.0,264.0,5.181,2.2,1.0,small_tree,0.629,96.692
533.0,713.0,6.34,2.2,1.0,small_tree,0.629,59.821
327.0,165.0,4.872,2.2,1.0,small_tree,0.629,100.36
447.0,909.0,6.68,2.2,1.0,small_tree,0.629,286.531
246.0,224.0,5.131,2.2,1.0,small_tree,0.629,120.478
265.0,238.0,5.211,2.2,1.0,small_tree,0.629,214.644
647.0,696.0,6.184,2.2,1.0,small_tree,0.629,159.299
655.0,712.0,6.352,2.2,1.0,small_tree,0.629,133.975
554.0,672.0,6.328,2.2,1.0,small_tree,0.629,49.908
694.0,63.0,5.386,2.2,1.0,small_tree,0.629,44.28
368.0,127.0,4.664,2.2,1.0,small_tree,0.629,192.476
703.0,718.0,6.301,2.2,1.0,small_tree,0.629,58.835
419.0,941.0,6.753,2.2,1.0,small_tree,0.629,11.216
385.0,980.0,6.777,2.2,1.0,small_tree,0.629,241.823
370.0,243.0,5.156,2.2,1.0,small_tree,0.629,83.806
375.0,143.0,4.7,2.2,1.0,small_tree,0.629,320.756
339.0,234.0,5.117,2.2,1.0,small_tree,0.629,233.688
91.0,507.0,6.556,2.2,1.0,small_tree,0.629,152.458
323.0,227.0,5.145,2.2,1.0,small_tree,0.629,32.963
643.0,708.0,6.17,2.2,1.0,small_tree,0.629,88.902
565.0,865.0,6.271,2.2,1.0,small_tree,0.629,178.789
85.0,468.0,6.786,2.2,1.0,small_tree,0.629,280.547
983.0,206.0,5.448,2.2,1.0,small_tree,0.629,71.744
313.0,209.0,5.104,2.2,1.0,small_tree,0.629,192.634
72.0,555.0,6.64,2.2,1.0,small_tree,0.629,128.007
289.0,264.0,5.199,2.2,1.0,small_tree,0.629,94.905
442.0,952.0,6.58,2.2,1.0,small_tree,0.629,38.783
739.0,585.0,6.331,2.2,1.0,small_tree,0.629,46.406
627.0,720.0,6.191,2.2,1.0,small_tree,0.629,345.289
685.0,688.0,6.27,2.2,1.0,small_tree,0.629,170.649
132.0,540.0,6.203,2.2,1.0,small_tree,0.629,106.861
385.0,598.0,6.091,2.2,1.0,small_tree,0.629,314.347
656.0,659.0,6.244,2.2,1.0,small_tree,0.629,12.567
401.0,917.0,6.979,2.2,1.0,small_tree,0.629,146.82
291.0,238.0,5.203,2.2,1.0,small_tree,0.629,65.545
994.0,191.0,5.434,2.2,1.0,small_tree,0.629,210.423
270.0,227.0,5.142,2.2,1.0,small_tree,0.629,39.262
642.0,682.0,6.309,2.2,1.0,small_tree,0.629,303.365
601.0,696.0,6.219,2.2,1.0,small_tree,0.629,164.64
257.0,103.0,4.646,2.2,1.0,small_tree,0.629,11.563
595.0,780.0,6.188,2.2,1.0,small_tree,0.629,30.525
651.0,632.0,6.295,2.2,1.0,small_tree,0.629,356.042
273.0,255.0,5.314,2.2,1.0,small_tree,0.629,259.465
738.0,755.0,6.238,2.2,1.0,small_tree,0.629,11.898
538.0,682.0,6.239,2.2,1.0,small_tree,0.629,286.34
733.0,828.0,6.306,2.2,1.0,small_tree,0.629,24.793
983.0,218.0,5.45,2.2,1.0,small_tree,0.629,40.472
271.0,286.0,5.337,2.2,1.0,small_tree,0.629,256.721
448.0,899.0,6.676,2.2,1.0,small_tree,0.629,302.542
293.0,109.0,4.592,2.2,1.0,small_tree,0.629,82.838
434.0,927.0,6.713,2.2,1.0,small_tree,0.629,50.693
664.0,632.0,6.354,2.2,1.0,small_tree,0.629,96.838
753.0,643.0,6.226,2.2,1.0,small_tree,0.629,7.429
255.0,231.0,5.199,2.2,1.0,small_tree,0.629,93.063
418.0,907.0,6.93,2.2,1.0,small_tree,0.629,52.858
746.0,801.0,6.363,2.2,1.0,small_tree,0.629,37.346
760.0,680.0,6.336,2.2,1.0,small_tree,0.629,136.66
625.0,786.0,6.199,2.2,1.0,small_tree,0.629,74.971
656.0,608.0,6.275,2.2,1.0,small_tree,0.629,256.732
125.0,527.0,6.144,2.2,1.0,small_tree,0.629,44.179
386.0,243.0,5.001,2.2,1.0,small_tree,0.629,86.637
753.0,670.0,6.264,2.2,1.0,small_tree,0.629,117.206
359.0,223.0,5.097,2.2,1.0,small_tree,0.629,38.485
353.0,1007.0,6.865,2.2,1.0,small_tree,0.629,295.169
237.0,433.0,5.271,2.2,1.0,small_tree,0.629,130.26
234.0,268.0,5.32,2.2,1.0,small_tree,0.629,277.774
17.0,244.0,5.555,2.2,1.0,small_tree,0.629,288.331
760.0,619.0,6.305,2.2,1.0,small_tree,0.629,146.46
616.0,756.0,6.177,2.2,1.0,small_tree,0.629,286.267
235.0,240.0,5.333,2.2,1.0,small_tree,0.629,279.453
269.0,302.0,5.413,2.2,1.0,small_tree,0.629,77.901
603.0,768.0,6.182,2.2,1.0,small_tree,0.629,231.017
248.0,112.0,4.716,2.2,1.0,small_tree,0.629,22.955
354.0,214.0,5.122,2.2,1.0,small_tree,0.629,220.788
296.0,279.0,5.192,2.2,1.0,small_tree,0.629,332.241
888.0,307.0,5.631,2.2,1.0,small_tree,0.629,262.622
712.0,755.0,6.274,2.2,1.0,small_tree,0.629,281.186
332.0,177.0,4.885,2.2,1.0,small_tree,0.629,102.422
637.0,834.0,6.29,2.2,1.0,small_tree,0.629,133.106
344.0,224.0,5.129,2.2,1.0,small_tree,0.629,158.557
756.0,707.0,6.187,2.2,1.0,small_tree,0.629,185.834
610.0,681.0,6.27,2.2,1.0,small_tree,0.629,50.325
699.0,778.0,6.346,2.2,1.0,small_tree,0.629,217.147
145.0,514.0,6.182,2.2,1.0,small_tree,0.629,306.551
672.0,595.0,6.179,2.2,1.0,small_tree,0.629,152.147
563.0,720.0,6.28,2.2,1.0,small_tree,0.629,134.653
444.0,597.0,6.045,2.2,1.0,small_tree,0.629,202.753
10.0,760.0,3.735,2.2,1.0,small_tree,0.629,294.4
422.0,976.0,6.652,2.2,1.0,small_tree,0.629,328.168
370.0,492.0,5.537,2.2,1.0,small_tree,0.629,88.193
336.0,114.0,4.562,2.2,1.0,small_tree,0.629,289.912
345.0,104.0,4.544,2.2,1.0,small_tree,0.629,260.521
355.0,595.0,5.882,2.2,1.0,small_tree,0.629,274.919
397.0,960.0,6.839,2.2,1.0,small_tree,0.629,161.181
415.0,873.0,6.718,2.2,1.0,small_tree,0.629,202.937
518.0,921.0,7.169,2.2,1.0,small_tree,0.629,356.52
636.0,670.0,6.337,2.2,1.0,small_tree,0.629,286.262
331.0,251.0,5.209,2.2,1.0,small_tree,0.629,351.317
294.0,981.0,7.334,2.2,1.0,small_tree,0.629,142.568
521.0,720.0,6.231,2.2,1.0,small_tree,0.629,60.097
573.0,719.0,6.325,2.2,1.0,small_tree,0.629,178.836
435.0,596.0,5.966,2.2,1.0,small_tree,0.629,247.834
624.0,756.0,6.216,2.2,1.0,small_tree,0.629,81.356
321.0,106.0,4.494,2.2,1.0,small_tree,0.629,159.67
344.0,244.0,5.214,2.2,1.0,small_tree,0.629,183.549
709.0,817.0,6.29,2.2,1.0,small_tree,0.629,61.632
612.0,786.0,6.205,2.2,1.0,small_tree,0.629,268.391
676.0,755.0,6.293,2.2,1.0,small_tree,0.629,69.494
448.0,981.0,6.668,2.2,1.0,small_tree,0.629,279.365
591.0,792.0,6.181,2.2,1.0,small_tree,0.629,45.998
624.0,744.0,6.233,2.2,1.0,small_tree,0.629,128.844
681.0,695.0,6.27,2.2,1.0,small_tree,0.629,67.282
574.0,830.0,6.203,2.2,1.0,small_tree,0.629,19.666
595.0,768.0,6.176,2.2,1.0,small_tree,0.629,260.806
756.0,695.0,6.157,2.2,1.0,small_tree,0.629,347.117
586.0,768.0,6.185,2.2,1.0,small_tree,0.629,289.535
371.0,154.0,4.847,2.2,1.0,small_tree,0.629,301.341
352.0,271.0,5.155,2.2,1.0,small_tree,0.629,142.392
870.0,296.0,5.722,2.2,1.0,small_tree,0.629,174.433
369.0,109.0,4.491,2.2,1.0,small_tree,0.629,30.667
178.0,584.0,6.067,2.2,1.0,small_tree,0.629,81.335
369.0,227.0,5.067,2.2,1.0,small_tree,0.629,194.931
858.0,329.0,5.738,2.2,1.0,small_tree,0.629,264.337
308.0,240.0,5.235,2.2,1.0,small_tree,0.629,85.575
252.0,239.0,5.242,2.2,1.0,small_tree,0.629,307.155
642.0,784.0,6.318,2.2,1.0,small_tree,0.629,109.234
294.0,213.0,5.007,2.2,1.0,small_tree,0.629,245.205
306.0,212.0,5.102,2.2,1.0,small_tree,0.629,105.033
626.0,706.0,6.3,2.2,1.0,small_tree,0.629,190.106
293.0,595.0,5.837,2.2,1.0,small_tree,0.629,218.917
897.0,288.0,5.612,2.2,1.0,small_tree,0.629,149.294
981.0,353.0,5.64,2.2,1.0,small_tree,0.629,307.945
594.0,786.0,6.192,2.2,1.0,small_tree,0.629,88.938
767.0,761.0,6.28,2.2,1.0,small_tree,0.629,320.094
821.0,603.0,6.211,2.2,1.0,small_tree,0.629,107.848
536.0,818.0,6.18,2.2,1.0,small_tree,0.629,121.889
537.0,829.0,6.205,2.2,1.0,small_tree,0.629,77.435
383.0,279.0,5.108,2.2,1.0,small_tree,0.629,179.762
985.0,188.0,5.453,2.2,1.0,small_tree,0.629,181.521
620.0,829.0,6.252,2.2,1.0,small_tree,0.629,119.966
519.0,842.0,6.157,2.2,1.0,small_tree,0.629,156.286
1.0,245.0,5.603,2.2,1.0,small_tree,0.629,72.383
660.0,63.0,5.095,2.2,1.0,small_tree,0.629,277.999
731.0,682.0,6.265,2.2,1.0,small_tree,0.629,223.633
340.0,266.0,5.205,2.2,1.0,small_tree,0.629,314.494
764.0,766.0,6.346,2.2,1.0,small_tree,0.629,180.091
706.0,634.0,6.358,2.2,1.0,small_tree,0.629,359.357
716.0,791.0,6.306,2.2,1.0,small_tree,0.629,196.465
373.0,212.0,5.023,2.2,1.0,small_tree,0.629,212.762
639.0,693.0,6.297,2.2,1.0,small_tree,0.629,141.081
630.0,841.0,6.322,2.2,1.0,small_tree,0.629,50.862
658.0,744.0,6.249,2.2,1.0,small_tree,0.629,90.061
316.0,566.0,5.599,2.2,1.0,small_tree,0.629,95.753
312.0,559.0,5.584,2.2,1.0,small_tree,0.629,9.045
696.0,802.0,6.383,2.2,1.0,small_tree,0.629,224.511
548.0,818.0,6.173,2.2,1.0,small_tree,0.629,185.172
300.0,595.0,5.835,2.2,1.0,small_tree,0.629,163.842
653.0,756.0,6.216,2.2,1.0,small_tree,0.629,147.39
87.0,476.0,6.725,2.2,1.0,small_tree,0.629,273.469
591.0,853.0,6.235,2.2,1.0,small_tree,0.629,114.174
269.0,213.0,5.105,2.2,1.0,small_tree,0.629,149.887
328.0,587.0,5.629,2.2,1.0,small_tree,0.629,274.424
384.0,555.0,5.617,2.2,1.0,small_tree,0.629,220.376
580.0,816.0,6.266,2.2,1.0,small_tree,0.629,199.544
284.0,572.0,5.614,2.2,1.0,small_tree,0.629,281.781
280.0,211.0,5.151,2.2,1.0,small_tree,0.629,289.429
734.0,801.0,6.367,2.2,1.0,small_tree,0.629,129.914
298.0,564.0,5.578,2.2,1.0,small_tree,0.629,0.472
821.0,554.0,6.014,2.2,1.0,small_tree,0.629,121.007
381.0,585.0,5.612,2.2,1.0,small_tree,0.629,242.263
684.0,802.0,6.371,2.2,1.0,small_tree,0.629,51.769
308.0,551.0,5.552,2.2,1.0,small_tree,0.629,202.92
712.0,785.0,6.301,2.2,1.0,small_tree,0.629,72.101
343.0,532.0,5.549,2.2,1.0,small_tree,0.629,351.921
415.0,949.0,6.729,2.2,1.0,small_tree,0.629,131.393
636.0,864.0,6.352,2.2,1.0,small_tree,0.629,265.693
612.0,809.0,6.31,2.2,1.0,small_tree,0.629,64.859
346.0,288.0,5.167,2.2,1.0,small_tree,0.629,38.373
93.0,1006.0,5.13,2.2,1.0,small_tree,0.629,285.671
683.0,76.0,5.371,2.2,1.0,small_tree,0.629,137.473
724.0,816.0,6.319,2.2,1.0,small_tree,0.629,73.575
631.0,803.0,6.319,2.2,1.0,small_tree,0.629,357.756
339.0,195.0,5.024,2.2,1.0,small_tree,0.629,70.854
366.0,512.0,5.57,2.2,1.0,small_tree,0.629,86.112
261.0,269.0,5.186,2.2,1.0,small_tree,0.629,203.721
367.0,595.0,5.866,2.2,1.0,small_tree,0.629,99.966
384.0,546.0,5.601,2.2,1.0,small_tree,0.629,2.298
297.0,255.0,5.22,2.2,1.0,small_tree,0.629,350.254
349.0,583.0,5.613,2.2,1.0,small_tree,0.629,211.106
311.0,269.0,5.195,2.2,1.0,small_tree,0.629,179.103
672.0,784.0,6.332,2.2,1.0,small_tree,0.629,106.645
722.0,743.0,6.336,2.2,1.0,small_tree,0.629,341.401
1003.0,144.0,5.26,2.2,1.0,small_tree,0.629,150.261
310.0,582.0,5.599,2.2,1.0,small_tree,0.629,27.329
633.0,784.0,6.3,2.2,1.0,small_tree,0.629,59.819
611.0,803.0,6.273,2.2,1.0,small_tree,0.629,276.312
632.0,754.0,6.279,2.2,1.0,small_tree,0.629,124.975
637.0,760.0,6.276,2.2,1.0,small_tree,0.629,266.818
680.0,791.0,6.268,2.2,1.0,small_tree,0.629,150.087
13.0,751.0,3.495,2.2,1.0,small_tree,0.629,188.944
293.0,569.0,5.595,2.2,1.0,small_tree,0.629,266.586
385.0,217.0,5.095,2.2,1.0,small_tree,0.629,172.943
409.0,585.0,5.641,2.2,1.0,small_tree,0.629,11.093
624.0,802.0,6.306,2.2,1.0,small_tree,0.629,330.039
408.0,566.0,5.642,2.2,1.0,small_tree,0.629,84.797
419.0,897.0,6.904,2.2,1.0,small_tree,0.629,166.896
316.0,541.0,5.56,2.2,1.0,small_tree,0.629,224.529
273.0,259.0,5.219,2.2,1.0,small_tree,0.629,137.977
721.0,803.0,6.353,2.2,1.0,small_tree,0.629,168.461
329.0,213.0,5.095,2.2,1.0,small_tree,0.629,34.878
662.0,784.0,6.348,2.2,1.0,small_tree,0.629,290.796
392.0,586.0,5.647,2.2,1.0,small_tree,0.629,32.226
278.0,1008.0,7.525,2.2,1.0,small_tree,0.629,327.153
304.0,586.0,5.599,2.2,1.0,small_tree,0.629,107.591
369.0,542.0,5.617,2.2,1.0,small_tree,0.629,281.206
363.0,559.0,5.614,2.2,1.0,small_tree,0.629,86.053
325.0,538.0,5.545,2.2,1.0,small_tree,0.629,334.14
619.0,817.0,6.264,2.2,1.0,small_tree,0.629,153.523
40.0,724.0,3.902,2.2,1.0,small_tree,0.629,195.147
415.0,583.0,5.624,2.2,1.0,small_tree,0.629,49.748
711.0,742.0,6.322,2.2,1.0,small_tree,0.629,260.647
319.0,257.0,5.237,2.2,1.0,small_tree,0.629,4.332
277.0,589.0,5.579,2.2,1.0,small_tree,0.629,238.777
423.0,587.0,5.625,2.2,1.0,small_tree,0.629,137.638
379.0,505.0,5.555,2.2,1.0,small_tree,0.629,171.08
383.0,539.0,5.629,2.2,1.0,small_tree,0.629,290.676
574.0,801.0,6.202,2.2,1.0,small_tree,0.629,354.768
394.0,538.0,5.629,2.2,1.0,small_tree,0.629,195.072
592.0,803.0,6.276,2.2,1.0,small_tree,0.629,210.133
0.0,761.0,3.38,2.2,1.0,small_tree,0.629,141.558
327.0,555.0,5.596,2.2,1.0,small_tree,0.629,262.663
332.0,567.0,5.59,2.2,1.0,small_tree,0.629,265.615
357.0,537.0,5.597,2.2,1.0,small_tree,0.629,255.826
366.0,576.0,5.637,2.2,1.0,small_tree,0.629,311.519
665.0,74.0,4.948,2.2,1.0,small_tree,0.629,286.665
286.0,214.0,5.131,2.2,1.0,small_tree,0.629,286.663
705.0,802.0,6.387,2.2,1.0,small_tree,0.629,294.244
336.0,526.0,5.54,2.2,1.0,small_tree,0.629,86.433
361.0,518.0,5.598,2.2,1.0,small_tree,0.629,95.967
335.0,552.0,5.571,2.2,1.0,small_tree,0.629,247.251
630.0,41.0,4.956,2.2,1.0,small_tree,0.629,68.387
649.0,53.0,5.091,2.2,1.0,small_tree,0.629,262.058
350.0,503.0,5.537,2.2,1.0,small_tree,0.629,321.732
727.0,668.0,6.314,2.2,1.0,small_tree,0.629,291.809
375.0,525.0,5.613,2.2,1.0,small_tree,0.629,49.501
50.0,712.0,4.143,2.2,1.0,small_tree,0.629,139.113
395.0,530.0,5.624,2.2,1.0,small_tree,0.629,143.299
650.0,62.0,5.134,2.2,1.0,small_tree,0.629,245.664
